Thu,Ngay,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Holiday,Week number
6,05/09/14,2230.3,2093.9,2054.4,2007.1,1995,2005.5,2149.8,2775.9,2980.4,3059.6,3119.3,2901.3,3039,3216.5,3221.4,3150.9,2853.5,2742.5,2795,2774.4,2797.9,2742.5,2595.1,2377.7,0,19
7,05/10/14,2219.6,2109.4,2057.9,2000.6,1976.1,1969.9,2115.2,2709.3,2884.1,2978.7,3002.6,2813.9,2995.5,3119.5,3024.4,2853.6,2533.1,2387.6,2527.3,2508.8,2602.1,2596.1,2452.7,2292.2,0,19
CN,05/11/14,2127.8,2018.3,1950.8,1895,1842.9,1777.3,1820.3,1985.8,2098.3,2203.1,2282.9,2241,2262.7,2342.8,2340.1,2272.3,2165.1,2194.8,2353,2410.7,2568.1,2581.9,2384,2227.7,0,19
2,05/12/14,2042.5,1960,1875.2,1853.2,1843.5,1879.2,2075.4,2602.7,2847,2960.7,3040.2,2885.4,3032.5,3144,3092.4,3046,2784.6,2647.3,2689.6,2659.3,2652.8,2526.8,2384.5,2182.5,0,20
3,05/13/14,2024.7,1942.2,1881.1,1819.9,1833.6,1876.7,2089.9,2690.8,2940,3053.4,3083.7,2884.5,3051.7,3190.8,3131.6,3028.5,2712,2665.3,2765.9,2710.1,2698.9,2709.6,2541.2,2324.9,0,20
4,05/14/14,2176.9,2078.2,1986.4,1933.3,1921.9,1938.8,2036.5,2589.5,2740.3,2886.2,2933.9,2779.73,2895.2,3045.1,3058.5,2993.6,2790.1,2624.8,2696.4,2730.3,2785,2699.7,2523.6,2320.7,0,20
5,05/15/14,2136,2034.6,1962.5,1893.8,1899.1,1924,2060.7,2579.9,2731.5,2887.2,2952.7,2754.4,2880.5,3087.8,3074.9,3037.2,2786.8,2608.5,2701.5,2675.9,2726.9,2651.6,2471.7,2276.1,0,20
6,05/16/14,2103.4,2023.5,1955.8,1928.4,1915.4,1927.3,2126.8,2726,2970.7,3077.3,3107.2,2890.3,3040.5,3206.4,3145.4,3052.5,2858.9,2642.2,2713.2,2679.2,2709.8,2649.3,2458.7,2242.6,0,20
7,05/17/14,2089.9,2004,1940.4,1897.9,1868.6,1889.6,2075.4,2590.5,2791.9,2933,2947.8,2769.9,2902,3054.8,3035.5,2930.3,2637.3,2532.5,2556.1,2521.4,2645.5,2614,2503.6,2296.8,0,20
CN,05/18/14,2125,1991.3,1854.5,1857,1797.3,1760.3,1784.7,1926.1,2049.1,2169.4,2233.2,2219.8,2307.6,2371.3,2377.6,2320.6,2271.3,2226.7,2318.2,2338.7,2382.91,2337.7,2180,1995.4,0,20
2,05/19/14,1883.6,1761.2,1713.8,1695.3,1691.5,1797.8,2022.8,2645.5,2903.6,3055.8,3082.9,2784.5,3076.3,3184.8,3156.7,3070.1,2836.4,2683.8,2737.3,2729.5,2802.8,2758.5,2523.8,2203.5,0,21
3,05/20/14,2026.2,1984.4,1938.8,1902,1878.6,1923.9,2120.6,2713.3,2900.7,2952.8,2975.1,2774.1,2949.1,3156.9,3185.9,3119.3,2837.3,2700,2767.1,2733.8,2781.4,2717.2,2551.9,2310.9,0,21
4,05/21/14,2155.8,2038.9,1971,1943.2,1924.5,1941.4,2153.7,2774,2977.5,3061.2,3096.4,2939.1,3089.1,3261.1,3223.6,3127.5,2901.9,2779.6,2826.7,2721.8,2756.6,2688.9,2612.4,2437.5,0,21
5,05/22/14,2277.6,2149.2,2067,2030.9,2000.9,2025,2144.9,2782,2997.9,3021.4,3113.6,2895,3053.9,3258.9,3257.7,3161,2889.5,2724.1,2667.2,2765.5,2797.1,2726,2565.2,2378.1,0,21
6,05/23/14,2162.5,2068.6,2042.2,1989.7,1972.1,1990.5,2118.5,2642.3,2798,2932,2963.6,2724.3,2842.5,3057.3,3069.3,2980.2,2689.3,2584.3,2650.5,2621.2,2665.2,2618.8,2438.5,2215.4,0,21
7,05/24/14,2135.7,2034.2,1943,1913.5,1885.3,1893.3,2048.4,2572.9,2743.4,2813.8,2816.3,2646.2,2793.9,2919.9,2953.7,2839.9,2623.1,2461.5,2509.2,2476.5,2599.9,2575.6,2462.1,2259.3,0,21
CN,05/25/14,1880.2,1788.4,1751.8,1716.6,1684.7,1665.7,1701.4,1888.2,1991.5,2136,2213.9,2122,2180,2217.6,2183.9,2240.6,2165.8,2172.7,2219.5,2288.2,2360.7,2301.1,2210.7,2013,0,21
2,05/26/14,1864.9,1768.5,1698.1,1717.9,1743.2,1827.7,2062.4,2750.1,2990.5,3096.4,3107.3,2800.6,2960.4,3125.8,3084.7,3032.7,2814.7,2617.6,2663.1,2690.5,2720.1,2606.1,2422.1,2228.7,0,22
3,05/27/14,2063.5,2010.5,1951.9,1904.6,1905.9,1944.1,2148.4,2737.2,2954.9,3066.6,3095.2,2894.6,3068.1,3269.6,3252.9,3147.4,2864.4,2728.6,2828,2811.4,2853.5,2791.6,2598.7,2390.3,0,22
4,05/28/14,2262.9,2125.1,2054.6,2015.7,2010.5,2034.8,2157.3,2755.6,2917.5,3072.5,3125.5,2913.2,3117.1,3279.3,3285.2,3159.7,2913.3,2704.4,2760.8,2760.4,2768.8,2702.8,2548.6,2354.5,0,22
5,05/29/14,2192.8,2097.2,2020.8,1924.8,1989.1,2036.4,2189.4,2751.7,2956.48,3090.4,3116.4,2912.8,3082.9,3252.8,3282.9,3221.4,2926.5,2742.4,2846.9,2833.7,2877.3,2801,2623.1,2376.5,0,22
6,05/30/14,2241.4,2154.8,2082.2,2041.2,2016.9,2033.5,2197.5,2790.3,2950.6,3058,3104.1,2846.8,2942.6,3050.5,3078.9,3045.5,2744.5,2624.9,2708.1,2698.9,2715.6,2616.1,2481.8,2277.3,0,22
7,05/31/14,2125.9,1987.6,1903.7,1829.6,1805,1824.9,2011.7,2550.5,2767.2,2870.6,2891.9,2664.7,2851.7,2966.1,2890,2737.5,2470.1,2349.5,2467.9,2496.7,2597.1,2579.1,2466.6,2255.9,0,22
CN,06/01/14,2083.4,1982.3,1898.1,1839.1,1797.1,1714.3,1725.8,1878.7,2027.7,2138.8,2196.5,2146.8,2187.1,2173.9,2207.1,2111.7,2053,2049.1,2100.1,2140.1,2204.3,2171.9,2035.7,1851.4,0,22
2,06/02/14,1712,1625.7,1587.8,1570.4,1601,1692.2,1939.5,2586.6,2811.9,2901.1,2889.1,2683.8,2747.2,2834.1,2839.2,2813.3,2660,2496.9,2474.4,2399.1,2327.8,2200.7,2002,1858.1,0,23
3,06/03/14,1702.1,1668.7,1635.5,1633.8,1646.1,1712.6,1965,2576.3,2799.8,2895.1,2944.4,2707.3,2866.4,3005,2956.2,2932.1,2709,2499.8,2494.4,2479.9,2466.7,2327.2,2136.5,1954.4,0,23
4,06/04/14,1822.4,1737.1,1700.8,1683,1697.2,1770.7,1997.5,2567.8,2835.7,2936.2,2976.5,2761.7,2901.1,2985.2,2999.6,2936.5,2717,2596.4,2523.8,2482.6,2468.4,2412.8,2214.3,2003.7,0,23
5,06/05/14,1874.2,1799.7,1742.5,1729.9,1723.3,1790.1,2069.5,2661.4,2829.9,2901.1,2931.9,2728.1,2893.8,3034.5,2988.4,2892.6,2697.1,2508.9,2549.8,2509.3,2500.8,2394.3,2221.8,2024.7,0,23
6,06/06/14,1903.6,1827.6,1779.2,1763.7,1752.1,1808.2,2001.7,2623.5,2862.4,2956.7,2983.9,2780.1,2896.5,3082.8,3100.7,3031.6,2730.6,2573.1,2634,2613.4,2632.2,2561.7,2403.4,2197.2,0,23
7,06/07/14,2037.8,1956.1,1886.2,1842.3,1831,1853.5,2011.8,2537.3,2723.1,2850.7,2881.1,2673.2,2796.7,2906.9,2885.8,2796.1,2502.6,2435,2480.5,2495.4,2550.5,2512.8,2378.7,2125.8,0,23
CN,06/08/14,1994.4,1912.1,1851.9,1781.8,1754.7,1688.4,1706.4,1889.6,1997.2,2120.5,2196.7,2145.7,2218.6,2324.5,2310.7,2238,2154.4,2148.9,2289.6,2375.5,2459.5,2442.9,2324.4,2036.2,0,23
2,06/09/14,1985.3,1865.7,1799.5,1791.9,1792.3,1847.5,2076.4,2693.4,2921.4,3050.9,3087.4,2876.3,3071.5,3249.4,3255.9,3157,2832.7,2636.2,2681,2666.8,2705.4,2670.9,2509.9,2312.8,0,24
3,06/10/14,2167.8,2045.8,1995.2,1941.7,1936.9,1937.3,2128.2,2677.6,2914.7,3028.5,3038,2885.2,3048.9,3052.2,2982.6,2900.9,2652.1,2475.1,2470.2,2502.5,2555.8,2483.8,2354.9,2184.8,0,24
4,06/11/14,1960.8,1826.5,1774.6,1745.8,1727.8,1793.3,2014.3,2672.3,2878.6,2992.2,3042.9,2791.4,2860.1,2974.6,2995.7,2936.7,2718.8,2560.5,2550.7,2566.1,2597.5,2521.7,2376.5,2200.2,0,24
5,06/12/14,1976.8,1891.8,1848.6,1823.2,1814.7,1855.6,2061,2640,2773.4,2863.1,2900.1,2651.6,2792.2,2957.5,2965,2906.1,2677.4,2500.7,2509.3,2480.7,2443.4,2286.1,2114.8,1946.3,0,24
6,06/13/14,1842.72,1773.28,1740.86,1693.62,1736.17,1803.02,2027.27,2594.98,2780.72,2890.93,2911.02,2735.93,2816.13,2969.21,2831.91,2737.17,2601.89,2464.74,2519.94,2449.25,2381.74,2252.8,2112.9,1963.71,0,24
7,06/14/14,1815.4,1733.3,1664.2,1620.8,1613.3,1646.5,1831.9,2341.9,2505.9,2555.2,2573.8,2384.4,2481.7,2605,2591.5,2552.4,2369.5,2262.7,2325.6,2307.7,2315.2,2231.4,2122,1942.7,0,24
CN,06/15/14,1774.5,1674.3,1613.6,1579.3,1543,1547,1569.2,1749.4,1853.1,1981.9,2015.1,1955.1,2001.8,2054.7,1892.1,1936.4,1926.6,1955.1,2045.9,2054.4,2072.7,1999,1866.8,1692.9,0,24
2,06/16/14,1577,1490.9,1490.5,1481.9,1521.6,1627.4,1883.9,2516.4,2725.9,2854.2,2777.3,2442.5,2530.1,2683.2,2709,2707.9,2545.1,2410.1,2469.6,2389.3,2353.9,2205.7,2043.6,1888.5,0,25
3,06/17/14,1759.5,1683.3,1648.4,1635.1,1651.7,1742.2,1967.6,2503,2745,2867.2,2889.9,2648.8,2746.8,2931.5,2919,2931.9,2715.7,2536.1,2493.5,2447.7,2389.9,2227.3,2054.1,1905.9,0,25
4,06/18/14,1789.1,1725,1690.1,1655.7,1689.6,1775.1,1956.8,2499.6,2750.4,2867.5,2886.1,2646.8,2773.9,2881.6,2856.6,2856.9,2722.6,2566.5,2492.2,2416.5,2324.7,2178.9,2018.7,1867.5,0,25
5,06/19/14,1743.2,1691,1659.4,1648.9,1696.3,1768.7,1992.9,2538.7,2700.5,2804.7,2880.5,2694.5,2755.9,2897.9,2912.1,2887.3,2702.7,2593.5,2581.5,2547.4,2531.4,2437.8,2278.2,2080.4,0,25
6,06/20/14,1936.5,1845.4,1798.2,1763,1771.5,1829.5,2034.9,2505.8,2856.1,2920.5,2958.5,2724.9,2699.1,2730,2775.4,2805.5,2631.7,2505.1,2460,2401.3,2377.9,2314.3,2159,1997.6,0,25
7,06/21/14,1834.2,1761.8,1724,1703.3,1710.8,1744.3,1952.8,2445.6,2616.3,2718.2,2771.4,2563.1,2490.6,2521.5,2526.8,2524.5,2315.1,2252.5,2260.6,2211,2196.5,2067.3,1940.7,1782.3,0,25
CN,06/22/14,1669.4,1600.9,1556.3,1537.1,1517.7,1519.6,1590.8,1801.5,1907.4,2009.2,2073.2,1981,2008.8,1996.8,1932.4,1912.3,1884.4,1931.6,2010.8,1969.8,2012.5,1914.4,1773.9,1614.9,0,25
2,06/23/14,1488.3,1417.5,1395.1,1406,1460.2,1614.3,1898.7,2502.7,2676.5,2796.4,2830.3,2591.2,2706.6,2745.7,2944.7,2905.1,2647.5,2533.1,2590,2506.5,2466.5,2345.9,2172.9,2001.8,0,26
3,06/24/14,1848.5,1761.1,1724.9,1716.3,1707.8,1758.8,1977,2562.8,2795.9,2884.6,2901.7,2647.2,2650,2797.3,2831.8,2791.9,2542.7,2508,2483,2410.7,2311.3,2167.5,2000.5,1852.6,0,26
4,06/25/14,1738,1658.7,1611.4,1603.9,1620.3,1712.7,1918.5,2502.3,2707.4,2800.2,2742.9,2563.6,2670.4,2795.7,2782,2766.1,2573.5,2458.3,2458.4,2399.9,2349.9,2206.9,2045,1879.7,0,26
5,06/26/14,1899.9,1812.5,1777,1764.5,1782.2,1844.8,1926.3,2516.3,2732.9,2833.9,2879.4,2619.5,2773.6,2896.1,2995,2935.1,2685.8,2491.8,2559.5,2517.6,2543.5,2475.8,2266.8,2096.5,0,26
6,06/27/14,1971.68,1869.95,1803.68,1780.17,1764.62,1830.66,2019.54,2588.55,2815.12,2919.34,2917.57,2676.72,2744.04,2949.04,2929.48,2867.26,2618.9,2450.98,2436.424132,2410.69,2440.91,2360,2181.1,1992.14,0,26
7,06/28/14,1863.34,1779.71,1741.57,1720.53,1700.35,1722.87,1953.56,2478.91,2663.27,2758.11,2777.66,2573.84,2667.02,2739.53,2704.87,2661.4,2459,2362.06,2366.72,2305.65,2208.84,2119,1934.6,1843.26,0,26
CN,06/29/14,1710.68,1660.84,1612.9,1575.63,1542.44,1520.41,1573.65,1749.08,1802.72,1933.92,2016.85,1913.49,1920.24,1919.7,1938.92,1965.43,1956.42,1922.86,2006.25853,2016.53,1997.1,1899.9,1753.8,1621.44,0,26
2,06/30/14,1463.78,1409.68,1405.08,1396.68,1444.82,1568.58,1830.12,2454.61,2630.49,2758.11,2793.46,2600.05,2670.51,2773.58,2745.24,2727.68,2463.89,2443.05,2434.64,2380.24,2384.01,2276.7,2120.2,1936.67,0,27
3,07/01/14,1763.99,1705.46,1659.64,1645.17,1616.74,1738.93,1965.55,2527.2,2749.59,2846.09,2838.54,2621.3,2770.26,2922.48,2938.99,2912.85,2674.45,2531.16,2588.25,2549.55,2553.07,2472.9,2303.7,2108.51,0,27
4,07/02/14,1968.16,1869.23,1796.96,1785.8,1756.78,1810.09,2016.52,2587.37,2759.38,2843.35,2872.36,2656.52,2792.81,3024.65,3021.19,2963.65,2699.37,2585.05,2583.97,2524.87,2521.48,2387.9,2200.8,2037.8,0,27
5,07/03/14,1903.05,1820.32,1773.07,1741.37,1756.37,1794.09,2037.28,2599.14,2851.84,2957.14,2968.8,2734.15,2895.38,3053.9,3054.47,3008.82,2737.83,2601.37,2613.2,2579.06,2573.23,2469.5,2291.4,2104.66,0,27
6,07/04/14,1979.36,1888.3,1829.64,1804.15,1804.14,1847.62,2046.5,2620.87,2851.45,2968.01,2976.15,2768.41,2901.09,3082.78,3070.16,3023.21,2743.84,2653.68,2572.75,2461.85,2430.78,2210.9,2065.9,1915.61,0,27
7,07/05/14,1801.49,1706.84,1672.55,1660.85,1658.69,1675.99,1889.79,2439.47,2613.93,2634.85,2716.76,2399.26,2441.17,2542.23,2573.21,2520.24,2330.42,2273.28,2272.18,2228.53,2222.98,2092.9,1972,1803.92,0,27
CN,07/06/14,1680.9,1626.53,1557.02,1536.75,1511.53,1526.61,1549.04,1730.3,1840.26,1963.36,2018.84,1904.26,1904,1916.46,1924.25,1938.2,1962.39,1953.28,1985.72,1953.04,1984.99,1894.6,1733.5,1579.04,0,27
2,07/07/14,1460.01,1403.62,1383.92,1389.99,1426.03,1575.94,1839.2,2422.05,2699.19,2822.56,2863.25,2596.2,2651.19,2816.22,2819.19,2799.42,2574.51,2406.5,2518.14,2457.4,2461.07,2322.7,2123.3,1934.34,0,28
3,07/08/14,1821.32,1745.03,1687.59,1678.53,1697.11,1774.56,1999.15,2587.31,2795.99,2906.76,2893.61,2603.76,2594.04,2736.39,2809.94,2768.82,2594.56,2464.38,2486.41,2423.81,2421.16,2224,2029.4,1864.65,0,28
4,07/09/14,1754.64,1691.72,1669.93,1669.97,1671.54,1744.32,1977.85,2571.58,2766.57,2833.23,2791.26,2606.13,2596.5,2742.93,2766.16,2737.66,2521.5,2416.27,2470.61,2406.47,2402.56,2222,2026.9,1848.32,0,28
5,07/10/14,1727.89,1656.64,1647.49,1646.32,1671.2,1742.8,1956.33,2508.26,2684.57,2773.42,2811.36,2580.36,2681.76,2870.03,2814.16,2809.39,2553.91,2423.38,2478.97,2448.93,2465.79,2362.6,2207.8,1995.8,0,28
6,07/11/14,1878.86,1800.84,1737.62,1715.41,1710.11,1732.27,1952.95,2539.61,2707.58,2816.56,2833.49,2622.82,2770.7,2972.75,2989.32,2929.31,2634.56,2469.17,2547.05,2483.53,2487.87,2341.6,2198.5,2021.5,0,28
7,07/12/14,1900.59,1797.34,1747.13,1729.58,1728.45,1739.86,1893.42,2388.88,2590.6,2670.66,2686.22,2553.21,2468.04,2529.91,2545.01,2534.56,2287.15,2194.41,2273.47,2247.95,2274.43,2320.3,1973.2,1811.67,0,28
CN,07/13/14,1674.98,1601.42,1568.16,1548.91,1556.42,1522.67,1582.31,1763.35,1868.44,1995.92,2066.74,1944.63,1972.13,2034.93,1960.94,1983.19,1963.58,1981.79,2044.24,2067.6,2047.83,1921.2,1746,1600.88,0,28
2,07/14/14,1567.49,1529.11,1512.71,1503.61,1514.59,1568.32,1772.38,2289.4,2470.74,2565.19,2666.34,2416.24,2567.03,2722.9,2740.81,2764.31,2556.79,2369.54,2452.89,2410.65,2386.82,2182.6,2009.6,1824.03,0,29
3,07/15/14,1697.3,1640.93,1610.33,1600.4,1618.73,1707.16,1924.75,2535.63,2686.74,2799.68,2815.39,2540.94,2581.03,2761.39,2797.57,2790.28,2583.64,2452.62,2508.76,2480.49,2478.6,2340.3,2157.3,1954.1,0,29
4,07/16/14,1833.11,1737.63,1662.43,1647.48,1613.36,1745.46,1931.65,2533.4,2760.07,2815.56,2905.11,2676.17,2802.38,2976.13,2980.89,2827.29,2648.54,2519.15,2525.06,2497.47,2473.07,2389.6,2251.9,1997.82,0,29
5,07/17/14,1879,1794.93,1742.86,1706.62,1720.55,1786.99,1987.77,2597.98,2837.75,2898.97,2912.81,2711,2801.53,2954.53,2869.62,2822.5,2647.79,2491.68,2496.53,2460.47,2468.91,2324.9,2139.2,1933.4,0,29
6,07/18/14,1802.28,1750.97,1725.43,1707.47,1732.13,1800.76,1993.75,2529.72,2670.33,2703.41,2691.32,2468.76,2491.99,2654.47,2674.44,2646.25,2437.35,2339.12,2368.13,2317.04,2303.64,2120.7,1930.3,1775.58,0,29
7,07/19/14,1658.14,1602.85,1584.79,1576.24,1570.52,1658.81,1877.92,2397.77,2572.3,2669.4,2671.45,2463.57,2411.11,2498.84,2515.45,2506.28,2274.26,2187.11,2209.07,2206,2222.32,2130.8,1964.2,1778.33,0,29
CN,07/20/14,1631.47,1557.4,1506.15,1469.63,1441,1436.43,1488.33,1659.72,1761.39,1881.25,1955.08,1886.09,1914.96,1954.17,1957.14,1964.02,1946.36,1981.2,2127.44,2116.16,2122.09,2064.4,1884.2,1693.2,0,29
2,07/21/14,1567.75,1493.43,1455.96,1441.68,1474.77,1600.13,1848.52,2496.38,2694.75,2814.12,2790.6,2609.03,2652.97,2807.49,2782.79,2792.45,2609.35,2482.1,2462.38,2432.23,2420.93,2176.2,2008.1,1818.93,0,30
3,07/22/14,1715.83,1647.09,1604.6,1574.34,1564.92,1661.13,1890.99,2465.34,2659.63,2742.09,2760.14,2535.11,2572.94,2695.51,2729.7,2735.71,2543.45,2520.11,2552.49,2494.56,2475.3,2318.3,2132.4,1902.9,0,30
4,07/23/14,1617.26,1564.8,1532.68,1535.35,1561.06,1654.45,1873.97,2469.63,2632.48,2693.97,2701.17,2474,2598.31,2802.1,2816.6,2777.16,2480.08,2325.37,2476.67,2430.92,2410.1,2181.9,1995,1829.74,0,30
5,07/24/14,1698.47,1635.16,1603.88,1590.16,1613.88,1707.52,1925.67,2496.44,2700.7,2768.86,2777.57,2578.03,2695.91,2780.99,2752.87,2697.59,2482.64,2353.31,2434.82,2385.52,2368.87,2155.8,1978.1,1801.96,0,30
6,07/25/14,1691.84,1629.67,1592.21,1627.94,1600.53,1695.74,1903.91,2502.4,2709.78,2788.45,2738.8,2599.7,2625.93,2828.23,2791.45,2761.5,2522.02,2396.21,2412.81,2355.68,2377.81,2180.9,2002.8,1819.62,0,30
7,07/26/14,1734.31,1683.55,1643.86,1646.19,1658.55,1692.91,1850.92,2379.21,2620.45,2690.32,2681.02,2460.74,2505.11,2555.32,2506.74,2508.91,2330.24,2191.31,2255.12,2198.58,2209.36,2077.4,1933.9,1734.57,0,30
CN,07/27/14,1593,1557.37,1516.12,1495.61,1488.31,1484.79,1542.33,1728.83,1854.67,1957.63,2033.38,1912.2,1941.15,2009.49,1994.67,1998.88,1963,1964.36,2083.13,2070.47,2084.45,2044,1850.3,1699.12,0,30
2,07/28/14,1568.48,1497.47,1457.92,1452.88,1472.61,1610.73,1850.59,2505.87,2745.9,2846.16,2861.52,2650.33,2760.74,2955.01,2980.59,2938.4,2675.12,2571.55,2495.19,2429.57,2429.52,2207.1,2027.8,1795.47,0,31
3,07/29/14,1675.56,1606.21,1592.12,1581.37,1596.21,1681.04,1925.03,2467.11,2685.41,2779.37,2819.98,2584.23,2715.03,2917.55,2937.03,2813.96,2669.73,2551.35,2507.3,2438.13,2444.06,2217.4,2025.8,1835.98,0,31
4,07/30/14,1734.13,1668.17,1642.15,1615.93,1612.09,1693.32,1898.47,2491.22,2649.18,2739.27,2889.47,2526.76,2630.44,2711.41,2703.56,2679.53,2563.34,2502.83,2465.5,2466.63,2475.2,2178.3,1971.9,1792.95,0,31
5,07/31/14,1681.74,1576.34,1587.59,1588.16,1593.21,1678.62,1942.2,2477.7,2673.15,2747.04,2706.97,2344.83,2433.29,2544.73,2662.92,2542.58,2409.14,2388.55,2400.16,2344.57,2336.21,2141.5,1956,1777.21,0,31
6,08/01/14,1624.44,1583.44,1553.2,1546.31,1567.77,1717.34,1929.48,2426.78,2642.06,2737.23,2748.69,2517.16,2582.72,2776.95,2773.54,2760.28,2556.67,2406.39,2441.77,2382.24,2384.49,2231.7,2044.6,1838.1,0,31
7,08/02/14,1685.62,1638,1608.31,1588.65,1595.17,1666.09,1829.33,2368.26,2542.19,2647.6,2639.06,2399.21,2506.46,2641.09,2623.19,2576.79,2333.64,2187.92,2313.68,2301.2,2298.07,2243.4,2124.2,1911.2,0,31
CN,08/03/14,1771.02,1688.23,1639.7,1624.92,1588.85,1680.9,1625.92,1803.3,1880.3,2005.62,2072.55,1972.33,1953.01,1923.12,1962.99,1946.53,1923.83,1965.07,2086.03,2108.54,2101.93,2027.7,1875.1,1670.5,0,31
2,08/04/14,1568.1,1509.48,1468.31,1467.52,1499.95,1602.88,1783.48,2508.81,2710.56,2805.79,2858.9,2587.67,2763.15,2889.15,2894.23,2821.73,2538.51,2420.66,2449.75,2423.01,2424.94,2252.4,2054.4,1873.64,0,32
3,08/05/14,1785.15,1710.51,1671.91,1645.21,1659.52,1743.85,1913.46,2471.42,2659.5,2773.73,2778.98,2514.97,2660.47,2861.53,2867.86,2830.62,2585.01,2443.82,2474.77,2430.01,2406.44,2202.7,2020.1,1843.94,0,32
4,08/06/14,1717.56,1664.62,1622.99,1606.03,1629.04,1717.76,1914.77,2498.56,2701.75,2799.31,2822.47,2525.83,2685.38,2882.18,2830.33,2788.43,2527.58,2406.25,2482.16,2433.84,2446.9,2273.3,2087.4,1839.32,0,32
5,08/07/14,1773.85,1698.42,1657.35,1643.2,1652.11,1735.86,1961.55,2543.54,2696.25,2779.18,2817.7,2599.88,2716.39,2917.31,2953.89,2895.3,2636.56,2297.8,2428.01,2435.46,2432.93,2360.2,2166.3,1989.8,0,32
6,08/08/14,1842.34,1771.22,1693.27,1705.41,1716.35,1794.03,1993.31,2569.37,2778.97,2872.25,2887.65,2664.27,2802.33,2975.9,2949.41,2941.6,2654.73,2415.35,2428.76,2402.73,2396.62,2299,2130.8,1951.26,0,32
7,08/09/14,1793.12,1710.78,1953.71,1685.21,1651.16,1724.52,1922.52,2445.01,2565.94,2733.06,2738.08,2531.76,2671.03,2791.03,2735.87,2696.26,2385.75,2265.72,2393.16,2373.56,2395.25,2382.1,2261.8,2072.51,0,32
CN,08/10/14,1892.02,1804.45,1722.05,1675.59,1628.82,1599.62,1627.09,1803.05,1890.25,2016.64,2053.8,2023.87,2098.63,2199.38,2166.01,2110.79,2024.35,2014.51,2178.57,2232.49,2241.44,2283.4,2125.8,1916,0,32
2,08/11/14,1806.16,1704.67,1668.16,1646.05,1635.24,1747.82,1947.59,2594.34,2839.81,2933.93,2917.95,2732.05,2883.33,3051.14,3056.89,2993.85,2696.77,2542.6,2589.97,2612.95,2595.62,2506.4,2325.2,2140.5,0,33
3,08/12/14,1976.07,1887.64,1830.28,1780.28,1774.41,1852.43,2030.26,2637.77,2822.39,2963.86,2918.11,2767.33,2942.31,3101.44,3116.94,3043.19,2767.52,2608.51,2690.26,2673.85,2677.52,2573.5,2399.7,2172.62,0,33
4,08/13/14,2020.35,1921.12,1864.61,1821.9,1802.37,1865.82,2037.93,2628.36,2870.46,2969.56,2970.66,2745.53,2919.35,3109.8,3127.38,3061.3,2760.94,2566.79,2595.47,2661.18,2669.59,2618.3,2411.2,2199.45,0,33
5,08/14/14,2010.15,1884.76,1843.98,1805.73,1840.02,1852.66,2032.87,2684.46,2898.92,2972.57,2914.32,2783.27,2924.23,3049.34,3015.74,2975.07,2736.35,2597.76,2582.62,2592.17,2585.78,2458.5,2302.7,2103.54,0,33
6,08/15/14,1951.76,1852.57,1842.37,1820.08,1812.89,1874.7,2028.95,2618.09,2795.21,2922.61,2928.84,2722.86,2892.85,3071.85,3019.88,3001.69,2717.06,2546.67,2477.93,2445.65,2435.24,2256.6,2098.1,1912.6,0,33
7,08/16/14,1799.25,1717.65,1679.45,1652.1,1646.5,1728.1,1913.06,2432.23,2624.44,2706.2,2718.14,2510.85,2631.2,2762.56,2732.94,2669.65,2423.02,2242.99,2358.91,2373.95,2395.28,2299.9,2136.4,1926.77,0,33
CN,08/17/14,1804.56,1700.29,1634,1596.52,1595.05,1557.44,1591.09,1773.29,1929.74,2045.86,2123.46,2039.2,2063.06,2157.86,2072.01,2039.43,1989.59,1979.39,2136.13,2165.72,2168.17,2124.3,1943.9,1781.85,0,33
2,08/18/14,1664.89,1593.35,1546.77,1529.84,1550.89,1657.31,1852.28,2535.62,2778.11,2913.55,2903.8,2727.43,2767.84,3015.14,2923.97,2737.61,2588.19,2505.24,2460.61,2415.15,2389.38,2160.5,1977.3,1810.45,0,34
3,08/19/14,1702.1,1647.38,1616.82,1613.7,1628.35,1718.06,1914.87,2518.31,2664.88,2835.82,2855,2623.9,2746.96,2915.23,2839.79,2804.63,2610.15,2606.69,2462.27,2447.96,2435.6,2184.1,1976.9,1809.5,0,34
4,08/20/14,1708.39,1636.48,1615.65,1605.64,1631.12,1752.08,1964.13,2514.92,2731.71,2854.55,2852.9,2639.12,2706.67,2804.17,2816.17,2823.21,2603.49,2476.98,2561.43,2479.82,2515.13,2349.3,2130.7,1936.76,0,34
5,08/21/14,1836.07,1751,1699.8,1696.66,1690.38,1804.82,1981,2556.77,2752.61,2860.62,2899.52,2701.28,2828.95,3035.75,3068.75,2995.7,2765.42,2632.27,2593.39,2574.38,2592.31,2483.9,2267.6,2080.38,0,34
6,08/22/14,1934.12,1855.77,1799.45,1772,1775.33,1795.25,2028.46,2637.25,2807.7,2922.92,2895.63,2684.13,2714.7,2872.94,2943.66,2958.64,2795.29,2633.93,2527.3,2487.68,2485.28,2311.4,2076.5,1916.28,0,34
